"","outflow","price","gap"
"4234",25,51,100
"4235",25,51,100
"4236",25,51,100
"4237",25,51,100
"4238",25,51,100
"4239",25,51,100
"4240",25,51,100
"4241",25,51,100
"4242",25,51,100
"4243",25,51,100
"4244",25,51,100
"4245",25,51,100
"4246",25,51,100
"4247",25,51,100
"4248",25,51,100
"4249",25,51,100
"4250",25,51,100
"4251",25,51,100
"4252",25,51,100
"4253",25,51,100
"4254",25,51,100
"4255",25,51,100
"4256",25,51,100
"4257",25,51,100
"4258",25,51,100
"4259",25,51,100
"4260",25,51,100
"4261",25,51,100
"4262",25,51,100
"4263",25,51,100
"4264",25,51,100
"4265",25,51,100
"4266",25,51,100
"4267",25,51,100
"4268",25,51,100
"4269",25,51,100
"4270",25,51,100
"4271",25,51,100
"4272",25,51,100
"4273",25,51,100
"4274",25,51,100
"4275",25,51,100
"4276",25,51,100
"4277",25,51,100
"4278",25,51,100
"4279",25,51,100
"4280",25,51,100
"4281",25,51,100
"4282",25,51,100
"4283",25,51,100
"4284",25,51,100
"4285",25,51,100
"4286",25,51,100
"4287",25,51,100
"4288",25,51,100
"4289",25,51,100
"4290",25,51,100
"4291",25,51,100
"4292",25,51,100
"4293",25,51,100
"4294",25,51,100
"4295",25,51,100
"4296",25,51,100
"4297",25,51,100
"4298",25,51,100
"4299",25,51,100
"4300",25,51,100
"4301",25,51,100
"4302",25,51,100
"4303",25,51,100
"4304",25,51,100
"4305",25,51,100
"4306",25,51,100
"4307",25,51,100
"4308",25,51,100
"4309",25,51,100
"4310",25,51,100
"4311",25,51,100
"4312",25,51,100
"4313",25,51,100
"4314",25,51,100
"4315",25,51,100
"4316",25,51,100
"4317",25,51,100
"4318",25,51,100
"4319",25,51,100
"4320",25,51,100
"4321",25,51,100
"4322",25,51,100
"4323",25,51,100
"4324",25,51,100
"4325",25,51,100
"4326",25,51,100
"4327",25,51,100
"4328",25,51,100
"4329",25,51,100
"4330",25,51,100
"4331",25,51,100
"4332",25,51,100
"4333",25,52,100
"4334",25,52,100
"4335",25,52,100
"4336",25,52,100
"4337",25,52,100
"4338",25,52,100
"4339",25,52,100
"4340",25,52,100
"4341",25,52,100
"4342",25,52,100
"4343",25,52,100
"4344",25,52,100
"4345",25,52,100
"4346",25,52,100
"4347",25,52,100
"4348",25,52,100
"4349",25,52,100
"4350",25,52,100
"4351",25,52,100
"4352",25,52,100
"4353",25,52,100
"4354",25,52,100
"4355",25,52,100
"4356",25,52,100
"4357",25,52,100
"4358",25,52,100
"4359",25,52,100
"4360",25,52,100
"4361",25,52,100
"4362",25,52,100
"4363",25,52,100
"4364",25,52,100
"4365",25,52,100
"4366",25,52,100
"4367",25,52,100
"4368",25,52,100
"4369",25,52,100
"4370",25,52,100
"4371",25,52,100
"4372",25,52,100
"4373",25,52,100
"4374",25,52,100
"4375",25,52,100
"4376",25,52,100
"4377",25,52,100
"4378",25,52,100
"4379",25,52,100
"4380",25,52,100
"4381",25,52,100
"4382",25,52,100
"4383",25,52,100
"4384",25,52,100
"4385",25,52,100
"4386",25,52,100
"4387",25,52,100
"4388",25,52,100
"4389",25,52,100
"4390",25,52,100
"4391",25,52,100
"4392",25,52,100
"4393",25,52,100
"4394",25,52,100
"4395",25,52,100
"4396",25,52,100
"4397",25,52,100
"4398",25,52,100
"4399",25,52,100
"4400",25,52,100
"4401",25,52,100
"4402",25,52,100
"4403",25,52,100
"4404",25,52,100
"4405",25,52,100
"4406",25,52,100
"4407",25,52,100
"4408",25,52,100
"4409",25,52,100
"4410",25,52,100
"4411",25,52,100
"4412",25,52,100
"4413",25,52,100
"4414",25,52,100
"4415",25,52,100
"4416",25,52,100
"4417",25,52,100
"4418",25,52,100
"4419",25,52,100
"4420",25,52,100
"4421",25,52,100
"4422",25,52,100
"4423",25,52,100
"4424",25,52,100
"4425",25,52,100
"4426",25,52,100
"4427",25,52,100
"4428",25,52,100
"4429",25,52,100
"4430",25,52,100
"4431",25,52,100
"4432",25,52,100
"4433",25,52,100
"4434",25,52,100
"4435",25,52,100
"4436",25,52,100
"4437",25,52,100
"4438",25,52,100
"4439",25,52,100
"4440",25,52,100
"4441",25,52,100
"4442",25,52,100
"4443",25,52,100
"4444",25,52,100
"4445",25,52,100
"4446",25,52,100
"4447",25,52,100
"4448",25,52,100
"4449",25,52,100
"4450",25,52,100
"4451",25,52,100
"4452",25,52,100
"4453",25,52,100
"4454",25,52,100
"4455",25,52,100
"4456",25,52,100
"4457",25,52,100
"4458",25,52,100
"4459",25,52,100
"4460",25,52,100
"4461",25,52,100
"4462",25,52,100
"4463",25,52,100
"4464",25,52,100
"4465",25,52,100
"4466",25,52,100
"4467",25,52,100
"4468",25,52,100
"4469",25,52,100
"4470",25,52,100
"4471",25,52,100
"4472",25,52,100
"4473",25,52,100
"4474",25,52,100
"4475",25,52,100
"4476",25,52,100
"4477",25,52,100
"4478",25,52,100
"4479",25,52,100
"4480",25,52,100
"4481",25,52,100
"4482",25,52,100
"4483",25,52,100
"4484",25,52,100
"4485",25,52,100
"4486",25,52,100
"4487",25,52,100
"4488",25,52,100
"4489",25,52,100
"4490",25,52,100
"4491",25,52,100
"4492",25,52,100
"4493",25,52,100
"4494",25,52,100
"4495",25,52,100
"4496",25,52,100
"4497",25,52,100
"4498",25,52,100
"4499",25,52,100
"4500",25,52,100
"4501",25,52,100
"4502",25,52,100
"4503",25,52,100
"4504",25,52,100
"4505",25,52,100
"4506",25,52,100
"4507",25,52,100
"4508",25,52,100
"4509",25,52,100
"4510",25,52,100
"4511",25,52,100
"4512",25,52,100
"4513",25,52,100
"4514",25,52,100
"4515",25,52,100
"4516",25,52,100
"4517",25,52,100
"4518",25,52,100
"4519",25,52,100
"4520",25,52,100
"4521",25,52,100
"4522",25,52,100
"4523",25,52,100
"4524",25,52,100
"4525",25,52,100
"4526",25,52,100
"4527",25,52,100
"4528",25,52,100
"4529",25,52,100
"4530",25,52,100
"4531",25,52,100
"4532",25,52,100
"4533",25,52,100
"4534",25,52,100
"4535",25,52,100
"4536",25,52,100
"4537",25,52,100
"4538",25,52,100
"4539",25,52,100
"4540",25,52,100
"4541",25,52,100
"4542",25,52,100
"4543",25,52,100
"4544",25,52,100
"4545",25,52,100
"4546",25,52,100
"4547",25,52,100
"4548",25,52,100
"4549",25,52,100
"4550",25,52,100
"4551",25,52,100
"4552",25,52,100
"4553",25,52,100
"4554",25,52,100
"4555",25,52,100
"4556",25,52,100
"4557",25,52,100
"4558",25,52,100
"4559",25,52,100
"4560",25,52,100
"4561",25,52,100
"4562",25,52,100
"4563",25,52,100
"4564",25,52,100
"4565",25,52,100
"4566",25,52,100
"4567",25,52,100
"4568",25,52,100
"4569",25,52,100
"4570",25,52,100
"4571",25,52,100
"4572",25,52,100
"4573",25,52,100
"4574",25,52,100
"4575",25,52,100
"4576",25,52,100
"4577",25,52,100
"4578",25,52,100
"4579",25,52,100
"4580",25,52,100
"4581",25,52,100
"4582",25,52,100
"4583",25,52,100
"4584",25,52,100
"4585",25,52,100
"4586",25,52,100
"4587",25,52,100
"4588",25,52,100
"4589",25,52,100
"4590",25,52,100
"4591",25,52,100
"4592",25,52,100
"4593",25,52,100
"4594",25,52,100
"4595",25,52,100
"4596",25,52,100
"4597",25,52,100
"4598",25,52,100
"4599",25,52,100
"4600",25,52,100
"4601",25,52,100
"4602",25,52,100
"4603",25,52,100
"4604",25,52,100
"4605",25,52,100
"4606",25,52,100
"4607",25,52,100
"4608",25,52,100
"4609",25,52,100
"4610",25,52,100
"4611",25,52,100
"4612",25,52,100
"4613",25,52,100
"4614",25,52,100
"4615",25,52,100
"4616",25,52,100
"4617",25,52,100
"4618",25,52,100
"4619",25,52,100
"4620",25,52,100
"4621",25,52,100
"4622",26,52,100
"4623",26,52,100
"4624",26,52,100
"4625",26,52,100
"4626",26,52,100
"4627",26,52,100
"4628",26,52,100
"4629",26,52,100
"4630",26,52,100
"4631",26,52,100
"4632",26,52,100
"4633",26,52,100
"4634",26,52,100
"4635",26,52,100
"4636",26,52,100
"4637",26,52,100
"4638",26,52,100
"4639",26,52,100
"4640",26,52,100
"4641",26,52,100
"4642",26,52,100
"4643",26,52,100
"4644",26,52,100
"4645",26,52,100
"4646",26,52,100
"4647",26,52,100
"4648",26,52,100
"4649",26,52,100
"4650",26,52,100
"4651",26,52,100
"4652",26,52,100
"4653",26,52,100
"4654",26,52,100
"4655",26,52,100
"4656",26,52,100
"4657",26,53,100
"4658",26,53,100
"4659",26,53,100
"4660",26,53,100
"4661",26,53,100
"4662",26,53,100
"4663",26,53,100
"4664",26,53,100
"4665",26,53,100
"4666",26,53,100
"4667",26,53,100
"4668",26,53,100
"4669",26,53,100
"4670",26,53,100
"4671",26,53,100
"4672",26,53,100
"4673",26,53,100
"4674",26,53,100
"4675",26,53,100
"4676",26,53,100
"4677",26,53,100
"4678",26,53,100
"4679",26,53,100
"4680",26,53,100
"4681",26,53,100
"4682",26,53,100
"4683",26,53,100
"4684",26,53,100
"4685",26,53,100
"4686",26,53,100
"4687",26,53,100
"4688",26,53,100
"4689",26,53,100
"4690",26,53,100
"4691",26,53,100
"4692",26,53,100
"4693",26,53,100
"4694",26,53,100
"4695",26,53,100
"4696",26,53,100
"4697",26,53,100
"4698",26,53,100
"4699",26,53,100
"4700",26,53,100
"4701",26,53,100
"4702",26,53,100
"4703",26,53,100
"4704",26,53,100
"4705",26,53,100
"4706",26,53,100
"4707",26,53,100
"4708",26,53,100
"4709",26,53,100
"4710",26,53,100
"4711",26,53,100
"4712",26,53,100
"4713",26,53,100
"4714",26,53,100
"4715",26,53,100
"4716",26,53,100
"4717",26,53,100
"4718",26,53,100
"4719",26,53,100
"4720",26,53,100
"4721",26,53,100
"4722",26,53,100
"4723",26,53,100
"4724",26,53,100
"4725",26,53,100
"4726",26,53,100
"4727",26,53,100
"4728",26,53,100
"4729",26,53,100
"4730",26,53,100
"4731",26,53,100
"4732",26,53,100
"4733",26,53,100
"4734",26,53,100
"4735",26,53,100
"4736",26,53,100
"4737",26,53,100
"4738",26,53,100
"4739",26,53,100
"4740",26,53,100
"4741",26,53,100
"4742",26,53,100
"4743",26,53,100
"4744",26,53,100
"4745",26,53,100
"4746",26,53,100
"4747",26,53,100
"4748",26,53,100
"4749",26,53,100
"4750",26,53,100
"4751",26,53,100
"4752",26,53,100
"4753",23,53,0.253333568572998
"4754",23,53,0.157333612442017
"4755",23,53,0.058133602142334
"4756",23,53,-0.0417065620422363
"4757",23,53,-0.141674518585205
"4758",23,53,-0.241667985916138
"4759",22,53,-1.36833333969116
"4760",22,53,-1.50033330917358
"4761",22,53,-1.63339996337891
"4762",22,53,-1.76668000221252
"4763",22,53,-1.90000247955322
"4764",22,53,-2.03333377838135
"4765",22,53,-2.16666674613953
"4766",22,53,-2.29999995231628
"4767",22,53,-2.43333315849304
"4768",23,53,-1.53999984264374
"4769",22,53,-2.66799974441528
"4770",22,53,-2.8002667427063
"4771",22,53,-2.93338656425476
"4772",22,53,-3.06667733192444
"4773",22,53,-3.20000219345093
"4774",22,53,-3.33333373069763
"4775",22,53,-3.46666669845581
"4776",22,53,-3.59999990463257
"4777",22,53,-3.73333334922791
"4778",22,53,-3.86666655540466
"4779",22,53,-4
"4780",22,53,-4.13333320617676
"4781",22,53,-4.26666688919067
"4782",22,53,-4.40000009536743
"4783",22,53,-4.53333330154419
"4784",22,53,-4.66666698455811
"4785",22,53,-4.80000019073486
"4786",22,53,-4.93333339691162
"4787",22,53,-5.06666660308838
"4788",22,53,-5.19999980926514
"4789",22,53,-5.33333349227905
"4790",22,53,-5.46666669845581
"4791",23,53,-4.57333374023438
"4792",22,53,-5.70133352279663
"4793",23,53,-4.80693340301514
"4794",23,53,-4.90805339813232
"4795",23,53,-5.00827789306641
"4796",23,53,-5.10832214355469
"4797",23,53,-5.20833110809326
"4798",23,53,-5.30833292007446
"4799",23,53,-5.40833330154419
"4800",23,53,-5.50833320617676
"4801",24,53,-4.58166694641113
"4802",23,53,-5.6763334274292
"4803",23,53,-5.77526664733887
"4804",23,53,-5.87505340576172
"4805",23,53,-5.97501087188721
"4806",23,53,-6.07500267028809
"4807",24,53,-5.14833402633667
"4808",24,53,-5.21633338928223
"4809",24,53,-5.2832670211792
"4810",24,53,-5.32332038879395
"4811",24,53,-5.3313307762146
"4812",24,53,-5.33293294906616
"4813",24,53,-5.33325338363647
"4814",24,53,-5.33331727981567
"4815",24,53,-5.33333015441895
"4816",25,53,-4.33333301544189
"4817",24,53,-5.33333301544189
"4818",25,53,-4.33333349227905
"4819",25,53,-4.33333349227905
"4820",25,53,-4.33333349227905
"4821",24,53,-5.33333349227905
"4822",25,53,-4.33333349227905
"4823",25,53,-4.33333349227905
"4824",25,53,-4.33333349227905
"4825",25,53,-4.33333349227905
"4826",25,53,-4.33333349227905
"4827",26,53,-3.33333349227905
"4828",25,53,-4.33333349227905
"4829",25,53,-4.33333349227905
"4830",25,53,-4.33333349227905
"4831",25,53,-4.33333349227905
"4832",25,53,-4.33333349227905
"4833",25,52,-4.33333349227905
"4834",25,52,-4.33333349227905
"4835",25,52,-4.33333349227905
"4836",25,52,-4.33333349227905
"4837",25,52,-4.33333349227905
"4838",26,52,-3.33333349227905
"4839",25,52,-4.33333349227905
"4840",25,52,-4.33333349227905
"4841",26,52,-3.33333349227905
"4842",25,52,-4.33333349227905
"4843",26,52,-3.33333349227905
"4844",25,52,-4.33333349227905
"4845",25,52,-4.33333349227905
"4846",26,52,-3.33333349227905
"4847",26,52,-3.33333349227905
"4848",26,52,-3.33333349227905
"4849",26,52,-3.33333349227905
"4850",25,52,-4.33333349227905
"4851",26,52,-3.33333349227905
"4852",26,52,-3.33333349227905
"4853",25,52,-4.33333349227905
"4854",26,52,-3.33333349227905
"4855",26,52,-3.33333349227905
"4856",26,52,-3.33333349227905
"4857",26,52,-3.33333349227905
"4858",25,52,-4.33333349227905
"4859",26,52,-3.33333349227905
"4860",26,52,-3.33333349227905
"4861",26,52,-3.33333349227905
"4862",26,52,-3.33333349227905
"4863",26,52,-3.33333349227905
"4864",26,52,-3.33333349227905
"4865",26,52,-3.33333349227905
"4866",26,52,-3.33333349227905
"4867",26,52,-3.33333349227905
"4868",25,52,-3.33333349227905
"4869",26,52,-2.33333349227905
"4870",25,52,-3.33333349227905
"4871",26,52,-2.33333349227905
"4872",26,52,-2.33333349227905
"4873",26,52,-2.33333349227905
"4874",26,52,-2.33333349227905
"4875",26,52,-2.33333349227905
"4876",26,52,-2.33333349227905
"4877",26,52,-2.33333349227905
"4878",26,52,-2.33333349227905
"4879",26,52,-2.33333349227905
"4880",25,52,-3.33333349227905
"4881",25,52,-3.33333349227905
"4882",26,52,-2.33333349227905
"4883",25,52,-3.33333349227905
"4884",25,52,-2.33333349227905
"4885",26,52,-1.33333349227905
"4886",25,52,-2.33333349227905
"4887",25,52,-2.33333349227905
"4888",26,52,-1.33333349227905
"4889",25,52,-2.33333349227905
"4890",25,52,-2.33333349227905
"4891",25,52,-2.33333349227905
"4892",25,52,-2.33333349227905
"4893",25,52,-2.33333349227905
"4894",25,52,-2.33333349227905
"4895",25,52,-2.33333349227905
"4896",25,52,-2.33333349227905
"4897",25,52,-2.33333349227905
"4898",25,52,-2.33333349227905
"4899",25,52,-2.33333349227905
"4900",25,52,-1.33333349227905
"4901",25,52,-2.33333349227905
"4902",25,52,-1.33333349227905
"4903",25,52,-1.33333349227905
"4904",25,52,-1.33333349227905
"4905",25,52,-1.33333349227905
"4906",25,52,-1.33333349227905
"4907",25,52,-1.28000020980835
"4908",25,52,-1.21600008010864
"4909",25,52,-1.14986681938171
"4910",25,52,-1.08330702781677
"4911",25,52,-1.01666164398193
"4912",25,52,-0.949999094009399
"4913",25,52,-0.883333206176758
"4914",25,52,-0.816666841506958
"4915",25,52,-0.750000238418579
"4916",25,52,-0.683333396911621
"4917",26,52,1.43666648864746
"4918",25,52,-0.486000061035156
"4919",25,52,0.609466552734375
"4920",26,52,1.73522663116455
"4921",25,52,0.840378522872925
"4922",25,52,0.94140887260437
"4923",26,52,2.06828165054321
"4924",25,52,1.17365622520447
"4925",25,52,1.27473127841949
"4926",25,52,2.40161275863647
"4927",25,52,2.53365564346313
"4928",26,52,3.69339776039124
"4929",25,52,2.83201265335083
"4930",25,52,2.96640253067017
"4931",25,52,3.09994697570801
"4932",26,52,4.2599892616272
"4933",25,52,3.3986644744873
"4934",27,52,5.5863995552063
"4935",25,52,3.73061323165894
"4936",25,52,3.86612272262573
"4937",26,52,5.02655792236328
"4938",26,52,5.19197845458984
"4939",25,52,5.35839557647705
"4940",26,52,6.5516791343689
"4941",25,52,5.72366905212402
"4942",25,52,5.89140033721924
"4943",27,52,8.11161327362061
"4944",25,52,6.28898954391479
"4945",25,52,6.45779800415039
"4946",25,52,6.62489318847656
"4947",26,52,7.81831216812134
"4948",26,52,8.01699638366699
"4949",25,52,7.19006586074829
"4950",25,52,7.35801315307617
"4951",27,52,9.57826995849609
"4952",25,52,7.75565433502197
"4953",25,52,7.92446422576904
"4954",27,52,10.1448936462402
"4955",24,52,100
"4956",20,52,100
"4957",20,52,100
"4958",19,52,100
"4959",19,52,100
"4960",20,52,100
"4961",19,52,100
"4962",19,52,100
"4963",19,52,100
"4964",19,52,100
"4965",19,52,100
"4966",19,52,100
"4967",19,52,100
"4968",19,52,100
"4969",19,53,100
"4970",19,53,100
"4971",19,53,100
"4972",19,53,100
"4973",19,53,100
"4974",19,53,100
"4975",19,53,100
"4976",19,53,100
"4977",19,53,100
"4978",19,53,100
"4979",19,53,100
"4980",19,53,100
"4981",19,53,100
"4982",19,53,100
"4983",19,53,100
"4984",19,53,100
"4985",19,53,100
"4986",19,53,100
"4987",19,53,100
"4988",19,53,100
"4989",19,53,100
"4990",18,53,100
"4991",18,53,100
"4992",18,53,100
"4993",18,53,100
"4994",18,53,100
"4995",18,53,100
"4996",18,53,100
"4997",18,53,100
"4998",18,53,100
"4999",18,53,100
"5000",18,53,100
"5001",18,53,100
"5002",18,53,100
"5003",18,53,100
"5004",18,53,100
"5005",18,53,100
"5006",18,53,100
"5007",17,53,100
"5008",17,53,100
"5009",18,53,100
"5010",17,53,100
"5011",17,53,100
"5012",17,53,100
"5013",17,53,100
"5014",17,53,100
"5015",17,53,100
"5016",17,53,100
"5017",17,53,100
"5018",17,53,100
"5019",17,53,100
"5020",17,53,100
"5021",17,53,100
"5022",17,53,100
"5023",17,53,100
"5024",17,53,100
"5025",17,53,100
"5026",17,53,100
"5027",17,53,100
"5028",17,53,100
"5029",17,53,100
"5030",17,53,100
"5031",17,53,100
"5032",17,53,100
"5033",17,53,100
"5034",17,53,100
"5035",17,53,100
"5036",17,53,100
"5037",17,53,100
"5038",17,53,100
"5039",17,53,100
"5040",17,53,100
"5041",17,53,100
"5042",17,53,100
"5043",17,53,100
"5044",17,53,100
"5045",17,53,100
"5046",17,53,100
"5047",17,53,100
"5048",17,53,100
"5049",17,53,100
"5050",17,53,100
"5051",17,53,100
"5052",17,53,100
"5053",17,53,100
"5054",17,53,100
"5055",17,53,100
"5056",17,53,100
"5057",17,53,100
"5058",17,53,100
"5059",17,53,100
"5060",17,53,100
"5061",17,53,100
"5062",17,53,100
"5063",17,53,100
"5064",17,53,100
"5065",17,53,100
"5066",17,53,100
"5067",17,53,100
"5068",17,53,100
"5069",17,53,100
"5070",17,53,100
"5071",17,53,100
"5072",17,53,100
"5073",17,53,100
"5074",17,53,100
"5075",17,53,100
"5076",17,53,100
"5077",17,53,100
"5078",17,53,100
"5079",17,53,100
"5080",17,53,100
"5081",17,53,100
"5082",17,53,100
"5083",17,53,100
"5084",17,53,100
"5085",17,53,100
"5086",17,53,100
"5087",17,53,100
"5088",17,53,100
"5089",17,53,100
"5090",17,53,100
"5091",17,53,100
"5092",17,53,100
"5093",17,53,100
"5094",17,53,100
"5095",17,53,100
"5096",17,53,100
"5097",17,53,100
"5098",17,53,100
"5099",17,53,100
"5100",17,53,100
"5101",17,53,100
"5102",17,53,100
"5103",17,53,100
"5104",17,53,100
"5105",17,53,100
"5106",17,53,100
"5107",17,53,100
"5108",17,53,100
"5109",17,53,100
"5110",17,53,100
"5111",17,53,100
"5112",17,53,100
"5113",17,53,100
"5114",17,53,100
"5115",17,53,100
"5116",17,53,100
"5117",17,53,100
"5118",17,53,100
"5119",17,53,100
"5120",17,53,100
"5121",17,53,100
"5122",17,53,100
"5123",17,53,100
"5124",17,53,100
"5125",17,53,100
"5126",17,53,100
"5127",17,53,100
"5128",17,53,100
"5129",17,53,100
"5130",17,53,100
"5131",17,53,100
"5132",17,53,100
"5133",17,53,100
"5134",17,53,100
"5135",17,53,100
"5136",17,53,100
"5137",17,53,100
"5138",17,53,100
"5139",17,53,100
"5140",17,53,100
"5141",17,53,100
"5142",17,53,100
"5143",17,53,100
"5144",17,53,100
"5145",17,53,100
"5146",17,53,100
"5147",17,53,100
"5148",17,53,100
"5149",17,53,100
"5150",17,53,100
"5151",17,53,100
"5152",17,53,100
"5153",17,53,100
"5154",17,53,100
"5155",17,53,100
"5156",17,53,100
"5157",17,53,100
"5158",17,53,100
"5159",17,53,100
"5160",17,53,100
"5161",17,53,100
"5162",17,53,100
"5163",17,53,100
"5164",17,53,100
"5165",17,53,100
"5166",17,53,100
"5167",17,53,100
"5168",17,53,100
"5169",17,53,100
"5170",17,53,100
"5171",17,53,100
"5172",17,53,100
"5173",17,53,100
"5174",17,53,100
"5175",17,53,100
"5176",17,53,100
"5177",17,53,100
"5178",17,53,100
"5179",17,53,100
"5180",17,53,100
"5181",17,53,100
"5182",17,53,100
"5183",17,53,100
"5184",17,53,100
"5185",17,53,100
"5186",17,53,100
"5187",17,53,100
"5188",17,53,100
"5189",17,53,100
"5190",17,53,100
"5191",17,53,100
"5192",17,53,100
"5193",17,53,100
"5194",17,53,100
"5195",17,53,100
"5196",17,53,100
"5197",17,53,100
"5198",17,53,100
"5199",17,53,100
"5200",17,53,100
"5201",17,53,100
"5202",17,53,100
"5203",17,53,100
"5204",17,53,100
"5205",17,53,100
"5206",17,53,100
"5207",17,53,100
"5208",17,53,100
"5209",17,53,100
"5210",17,53,100
"5211",17,53,100
"5212",17,53,100
"5213",17,53,100
"5214",17,53,100
"5215",17,53,100
"5216",17,53,100
"5217",17,53,100
"5218",17,53,100
"5219",17,53,100
"5220",17,53,100
"5221",17,53,100
"5222",17,53,100
"5223",17,53,100
"5224",17,53,100
"5225",17,53,100
"5226",17,53,100
"5227",17,53,100
"5228",17,53,100
"5229",17,53,100
"5230",17,53,100
"5231",17,53,100
"5232",17,53,100
"5233",17,53,100
"5234",17,53,100
"5235",17,53,100
"5236",17,53,100
"5237",17,53,100
"5238",17,53,100
"5239",17,53,100
"5240",17,53,100
"5241",17,53,100
"5242",17,53,100
"5243",17,53,100
"5244",17,53,100
"5245",17,53,100
"5246",17,53,100
"5247",17,53,100
"5248",17,53,100
"5249",17,53,100
"5250",17,53,100
"5251",17,53,100
"5252",17,53,100
"5253",17,53,100
"5254",17,53,100
"5255",17,53,100
"5256",17,53,100
"5257",17,53,100
"5258",17,53,100
"5259",17,53,100
"5260",17,53,100
"5261",17,53,100
"5262",17,53,100
"5263",17,53,100
"5264",17,53,100
"5265",17,53,100
"5266",17,53,100
"5267",17,53,100
"5268",17,53,100
"5269",17,53,100
"5270",17,53,100
"5271",17,53,100
"5272",17,53,100
"5273",17,53,100
"5274",17,53,100
"5275",17,53,100
"5276",17,53,100
"5277",17,53,100
"5278",17,53,100
"5279",17,53,100
"5280",17,53,100
"5281",17,53,100
"5282",17,53,100
"5283",17,53,100
"5284",17,53,100
"5285",17,53,100
"5286",17,53,100
"5287",17,53,100
"5288",17,53,100
"5289",17,53,100
"5290",17,53,100
"5291",17,53,100
"5292",17,53,100
"5293",17,54,100
"5294",17,54,100
"5295",17,54,100
"5296",17,54,100
"5297",17,54,100
"5298",17,54,100
"5299",17,54,100
"5300",17,54,100
"5301",17,54,100
"5302",17,54,100
"5303",17,54,100
"5304",17,54,100
"5305",17,54,100
"5306",17,54,100
"5307",17,54,100
"5308",17,54,100
"5309",17,54,100
"5310",17,54,100
"5311",17,54,100
"5312",17,54,100
"5313",17,54,100
"5314",17,54,100
"5315",17,54,100
"5316",17,54,100
"5317",17,54,100
"5318",17,54,100
"5319",17,54,100
"5320",17,54,100
"5321",17,54,100
"5322",17,54,100
"5323",17,54,100
"5324",17,54,100
"5325",17,54,100
"5326",17,54,100
"5327",17,54,100
"5328",17,54,100
"5329",17,54,100
"5330",17,54,100
"5331",17,54,100
"5332",17,54,100
"5333",17,54,100
"5334",17,54,100
"5335",17,54,100
"5336",17,54,100
"5337",17,54,100
"5338",17,54,100
"5339",17,54,100
"5340",17,54,100
"5341",17,54,100
"5342",17,54,100
"5343",17,54,100
"5344",17,54,100
"5345",17,54,100
"5346",17,54,100
"5347",17,54,100
"5348",17,54,100
"5349",17,54,100
"5350",17,54,100
"5351",17,54,100
"5352",17,54,100
"5353",17,54,100
"5354",17,54,100
"5355",17,54,100
"5356",17,54,100
"5357",17,54,100
"5358",17,54,100
"5359",17,54,100
"5360",17,54,100
"5361",17,54,100
"5362",17,54,100
"5363",17,54,100
"5364",17,54,100
"5365",17,54,100
"5366",17,54,100
"5367",17,54,100
"5368",17,54,100
"5369",17,54,100
"5370",17,54,100
"5371",17,54,100
"5372",17,54,100
"5373",17,54,100
"5374",17,54,100
"5375",17,54,100
"5376",17,54,100
"5377",17,54,100
"5378",17,54,100
"5379",17,54,100
"5380",17,54,100
"5381",17,54,100
"5382",17,54,100
"5383",17,54,100
"5384",17,54,100
"5385",17,54,100
"5386",17,54,100
"5387",17,54,100
"5388",17,54,100
"5389",17,54,100
"5390",17,54,100
"5391",17,54,100
"5392",17,54,100
"5393",17,54,100
"5394",17,54,100
"5395",17,54,100
"5396",17,54,100
"5397",17,54,100
"5398",17,54,100
"5399",17,54,100
"5400",17,54,100
"5401",17,54,100
"5402",17,54,100
"5403",17,54,100
"5404",17,54,100
"5405",17,54,100
"5406",17,54,100
"5407",17,54,100
"5408",17,54,100
"5409",17,54,100
"5410",17,54,100
"5411",17,54,100
"5412",17,54,100
"5413",17,54,100
"5414",17,54,100
"5415",17,54,100
"5416",17,54,100
"5417",17,54,100
"5418",17,54,100
"5419",17,54,100
"5420",17,54,100
"5421",17,54,100
"5422",17,54,100
"5423",17,54,100
"5424",17,54,100
"5425",17,54,100
"5426",17,54,100
"5427",17,54,100
"5428",17,54,100
"5429",17,54,100
"5430",17,54,100
"5431",17,54,100
"5432",17,54,100
"5433",17,54,100
"5434",17,54,100
"5435",17,54,100
"5436",17,54,100
"5437",17,54,100
"5438",17,54,100
"5439",17,54,100
"5440",17,54,100
"5441",17,54,100
"5442",17,54,100
"5443",17,54,100
"5444",17,54,100
"5445",17,54,100
"5446",17,54,100
"5447",17,54,100
"5448",17,54,100
"5449",17,54,100
"5450",17,54,100
"5451",17,54,100
"5452",17,54,100
"5453",17,54,100
"5454",17,54,100
"5455",17,54,100
"5456",17,54,100
"5457",17,54,100
"5458",17,54,100
"5459",17,54,100
"5460",17,54,100
"5461",17,54,100
"5462",17,54,100
"5463",17,54,100
"5464",17,54,100
"5465",17,54,100
"5466",17,54,100
"5467",17,54,100
"5468",17,54,100
"5469",17,54,100
"5470",17,54,100
"5471",17,54,100
"5472",17,54,100
"5473",17,54,100
"5474",17,54,100
"5475",17,54,100
"5476",17,54,100
"5477",17,54,100
"5478",17,54,100
"5479",17,54,100
"5480",17,54,100
"5481",17,54,100
"5482",17,54,100
"5483",17,54,100
"5484",17,54,100
"5485",17,54,100
"5486",17,54,100
"5487",17,54,100
"5488",17,54,100
"5489",17,54,100
"5490",17,54,100
"5491",17,54,100
"5492",17,54,100
"5493",17,54,100
"5494",17,54,100
